userName,score,content,at
D S,4,everything is good but I just hope they could add more languages like thai 😔😔,2026-02-06 03:25:52
Leonora Macapagal,5,"No explanation needed, just amazing 👏👏👏 though i think they should add Tagalog",2026-02-06 03:25:24
Pratyusa Manjari Behera,5,very good,2026-02-06 03:25:09
Irfana Gul,5,best app for english learning,2026-02-06 03:23:53
Rosita Mepranom,5,maganda at makaka tulong sa utak ng tao at maari muring ma totonan kung paano mag English at Tagalog at madali morin itung ma unawaan,2026-02-06 03:19:50
Tman Ntshele,5,I think it has made me get to a point where a conversation in Spanish won't be a problem,2026-02-06 03:19:31
Juliewoofz,1,Love this app,2026-02-06 03:19:12
Sudhirkumar (Sam),5,best enjoy ful learning,2026-02-06 03:17:24
Devendra Kumar,5,this application is the best chess and language app,2026-02-06 03:16:47
Gabriela D.,4,"He usado Duolingo por mucho años y nunca tuve un problema como este. Para el idioma Hindi, en las primeras lecciones me está poniendo más de 20 ejercicios por lección. El problema es que el ""energy"" de 25, que es el máximo, no alcanza para completar la lección! Y me rehuso a gastar 450 gemas ya que las uso para los streak freezers. ¿Cómo es esto posible?",2026-02-06 03:15:58
Sushant Paliwal,5,my English improving,2026-02-06 03:14:40
Hakima banoo,1,That is very intresting apps .,2026-02-06 03:09:52
Oren Ruby,5,I love to learn languages from this apps it's amazing! now I can speak any languages I want.,2026-02-06 03:09:03
Ashik A,5,very good,2026-02-06 03:08:28
Anupriyasha Kumari,1,I don't love this app,2026-02-06 03:08:07
old cat,4,ok,2026-02-06 03:07:10
Balu Rai,5,perfect for learning Different languages 😀 would recommend it,2026-02-06 03:06:46
Roselle Miñosa,4,nice,2026-02-06 03:04:54
shaalan gg,5,very well to learn a new language,2026-02-06 03:04:14
Raja Rajas,4,good,2026-02-06 03:02:57
belal chowdhury,5,খুব সুন্দর ভালো লেগেছে,2026-02-06 03:00:08
APIL CHOUDHARY,5,great app,2026-02-06 02:57:19
Abdullah Sheikh,5,I like it it tell me how to learn and speak french,2026-02-06 02:54:52
H:U:J IDIOT'S,5,nice to understand EASY to learn the best learning app ever,2026-02-06 02:54:15
Swarnik,5,AMAZING,2026-02-06 02:53:39
Faries Hoesen,5,hey helpt me heel veel met me spaans dankjewel Wie dit heeft gemaakt,2026-02-06 02:53:33
Imran Ali,4,good learner,2026-02-06 02:50:40
Corissa Ferrara,4,"you have to do it every day so it could take some time off your schedule,but it's pretty good",2026-02-06 02:48:07
Omar Molla,5,this is amazing,2026-02-06 02:47:16
Desh Raj,5,I learn English very fast,2026-02-06 02:46:24
Shobit Kumar,4,quite good for me 😊,2026-02-06 02:41:23
Astrid Miclea,5,I am learning Dutsch or German and it's great,2026-02-06 02:39:36
Камол Худайбердиев,5,zoʻr ilova tavsiya qilaman,2026-02-06 02:39:26
Abigail Ellis,5,"I loved it! I got to do better soon as the next time I will do a lesson on this very highly highly recommended app asap, bruh!",2026-02-06 02:35:52
Harrison carroll,5,its good for learning,2026-02-06 02:35:47
Kiaan Kadia,5,It's best to learn language in emergency or manually,2026-02-06 02:35:02
Jason Daniel,5,so good 100/100,2026-02-06 02:34:49
Diana Hobson,5,Excellent,2026-02-06 02:32:37
Aswin A,5,good 👍🏻,2026-02-06 02:32:32
Manoj Yadgiri,5,excitement,2026-02-06 02:32:22
Kevin “Cloud” Anthony,4,"i like learning, will try subscription with frnd next month",2026-02-06 02:31:02
Chandra prakash ranwa Choudhary sab,5,this app is best for learning spoken,2026-02-06 02:30:48
Shawon Khan,5,gd app,2026-02-06 02:25:16
Sophia Nanquil,5,really helps to all language that I've been struggling and fun to learn to!I love it,2026-02-06 02:20:53
Vijay Kumar,5,🥰 nice,2026-02-06 02:20:50
Freefiremax 2026,5,nice,2026-02-06 02:14:04
Candice Grider,5,Yes this app is repetitive but if you are a slower learner like me it is awesome. Love it thank you. Just would like more energy to learn with.,2026-02-06 02:09:24
Mike Talich,1,"It has some good language tools but it's very obnoxious overall, lots of built-in taunting over doing your lessons every day. I had a thousand+ day streak and it reset me to 1 day because life happens and I didn't manage to jump through all the hoops in time the app wants you to do to get your streak back. I got back up to 137 days and my father passed away now I'm at 1. I way using a paid version I made sure I turned off my payment, I'll probably ask for a refund for the balance of the year.",2026-02-06 02:06:38
Patricia Buckley (Tricia),3,Can you please get rid of the vibration function when completing quests or anything? Even if my phone is silenced it still comes though. Not a fan and it sounds like something in my phone is shaking loose.,2026-02-06 02:04:53
Milon Rana,4,I really like this app.,2026-02-06 02:03:56
Juzdify Bostick,5,I love it and it's great this is the app to learn languages is the best app to learn languages its worth it,2026-02-06 02:03:56
Jeanine Hauck,5,We are using this as a family to learn dutch and me and my kids all love it.,2026-02-06 02:03:30
Janet Luo,1,Can you please remove energy and put hearts back?,2026-02-06 02:02:30
Mohammed Rifay Rifay,5,easy to learn,2026-02-06 01:55:54
Unejs Aga,5,I love learning italian best app ever 5 stars,2026-02-06 01:54:33
Kady Longlade,5,so interactive and fun...this app is incredibly helpful,2026-02-06 01:53:58
NHTA Cuber,5,I've been using this app to review my Japanese for 3 years. Its development really satisfies me a lot!,2026-02-06 01:52:25
Nepoliyan Hemrom,4,very helpful app,2026-02-06 01:51:19
West West,4,if you are really committed to learning Spanish this is the place,2026-02-06 01:50:18
Pobitro PN,5,tax for you,2026-02-06 01:48:20
Reziya Shanavas,4,great,2026-02-06 01:47:54
Grayson Ward-Wilson,5,chess is good,2026-02-06 01:40:45
Leslie Jackson,3,"This app is great until some days, even though I did my lesson, I still loose 1 streak freeze when I open the app the next day.",2026-02-06 01:38:43
Ethan Modeste,5,sooooo fun and it helps me sooo good 👍,2026-02-06 01:36:21
roshni kumari,5,Best learning game,2026-02-06 01:34:45
Hamidulahi Ayobami,3,Rate 3 stars for now,2026-02-06 01:34:36
Ana Garcia,5,bro my french techer WAS THE ABDOULTE WORST until i downloaded dugolingo and sarted learning french from scartch and now her class is a breeze,2026-02-06 01:28:10
Saurabh Dubey,4,ha per kya humse bat kr sakte hai,2026-02-06 01:27:55
Zayden Moreau,5,I love that duolingo helped me with my schoolwork and made me feel motivated to join and do lessons everyday!!,2026-02-06 01:27:22
Auditor Parthipan,4,easy way learn all languages,2026-02-06 01:23:04
Kalifa Saho,5,Very good language learning app wish i had money to spend on prenium tho,2026-02-06 01:21:35
Krish Ghodeshwar,5,this is the very best language learning app this app learns language like a game you are learning language with more fun so I suggest you download this app and enjoy 😊😊,2026-02-06 01:20:14
Chahat Tamanna,5,WOW,2026-02-06 01:14:48
Seenu Seeun,5,very useful,2026-02-06 01:12:54
Mariyappa Mariyappa,5,super,2026-02-06 01:11:23
Life With Fazal,5,I really Like it is the best app for english learning,2026-02-06 01:09:33
Will Mercier,5,Good way to learn and get into a new language. A good tip is to also beginning listening to music and watching movies in the language you are wanting to learn.,2026-02-06 01:09:29
Nick Martinez,4,very nice I talked to my Spanish teacher she understood me clearly I might not have to take Spanish classes with this app!(Edit 1) ADD TAGLOG,2026-02-06 01:09:11
Puja Tyagi,5,I learning the Japanese in this app and I will learn it very well 👍🏻 this is very good game,2026-02-06 01:08:48
Abu Rayhan,5,nice,2026-02-06 01:06:15
Sweety,5,👌👍🥰😍 love 💝😘,2026-02-06 01:06:02
Jovelyn Manallo,5,its so good at teaching know i know how to speak korean,2026-02-06 01:02:46
Shubham Ojha,5,very good platform I'm very happy 😊,2026-02-06 01:00:40
Jaàfar Haidar,5,really its so good,2026-02-06 00:57:08
A Google user,5,"I'm so good at learning Korean, It might take a while because I'm American and I speak English",2026-02-06 00:56:16
thav hardatjr,5,it will help you learn different languages,2026-02-06 00:55:13
Ved Prakash bhati,5,very good application thanks,2026-02-06 00:55:11
Leandrah Ellice Peligor,5,it's great for learning other languages! I learned so many languages because of this!,2026-02-06 00:55:05
Shahjaman Anik,5,great,2026-02-06 00:53:46
Alythia Connolly,5,hi there I love it why because my French is amazing and I went to french and they understand it 💕,2026-02-06 00:53:35
Danica,2,"It's a good way to introduce yourself to a language. However, the amount of ads now compared to when I first tried it a few years ago is ridiculous. They had a whole free education philosophy back then, now, not so much. With the amount of ads they have, it's like they want to make people pay for the premium version.",2026-02-06 00:47:30
Michael Pettitt,4,A very good introduction to foreign languages if you need it for travel or simple conversation.,2026-02-06 00:47:28
Ilaisa Ornelas,5,this is learning my daughter how to do Spanish and I've been trying to teach her Spanish love it,2026-02-06 00:40:54
Jeremias Bolon,5,uf so good,2026-02-06 00:40:22
Surya Prasath,5,"This very helpful So, Everyone should be use this app",2026-02-06 00:40:06
Ram Shree (Ramshree),5,bht badiya app h love uuu 😘 aao try kroo,2026-02-06 00:39:09
ellva,5,It's the best app that helps me learns a new language.,2026-02-06 00:38:36
Daniel Johnson,5,bellissimo!,2026-02-06 00:37:56
Anila Pangeni,4,Duolingo is very nice for beginners and I love it.I am 12 years old and I still recommend this app as it is very helpful.So check out Duolingo!!!✨,2026-02-06 00:35:14
Mica Paez,1,"extremely disappointed with this app. you get energy that you use up in each lesson- if you count with the amount of energy they give you for having correctly made 15 consecutive lessons- it may be enough for what, three lessons? I just did, for some reason, a 45 lesson long one. you get 25 energy per day, and they give you between 1 and 5 energy when you make consecutive lessons- up until you reach 15, then, you're on your own. I'm just shy of having a 1200 day racha, and it's a true shame.",2026-02-06 00:35:05
rivan colection,4,"pretty great apps to learn language especially if you really wanted to know alot new words in strange language you learn, i just hope theres some animation from the character just like hows it look on the ad, but heh im here for learning anyway",2026-02-06 00:34:34
S Saunders,5,I love learning with this app!,2026-02-06 00:27:07
Urtha Nok,5,Ik leer zoveel nieuwe woorden en het is heus niet zo moeilijk als ik dacht. 🇸🇷👌,2026-02-06 00:25:22
Kayla Whaley,5,it helps me learn :D,2026-02-06 00:21:28
Sandhya Rani,5,amazing app helps me a lot in learning any language,2026-02-06 00:19:46
Bryson Shaffer,2,this app is very helpful to learn new languages but you need energy to continue learning what you are learning and if you run out of set energy you can't learn anything. therefore yes the app is helpful but it's very difficult to learn because of the energy and to buy more energy you have to have gems but if you don't have gems you have to spend more money so this app is very greedy,2026-02-06 00:17:04
Corbin,5,cooòooooool,2026-02-06 00:16:49
Bryan Kila,5,👍 great,2026-02-06 00:14:26
Noor Atif,5,good,2026-02-06 00:14:25
samira riahi,5,Duolingo is great 😻,2026-02-06 00:12:04
Rich,5,such a fun rewarding way to learn a language and have fun with friends .got to try it!,2026-02-06 00:10:57
Gladwell Grillo (NURSING NEWBIES),5,love to practice with my daughter Nala.,2026-02-06 00:05:22
Evelyn Ruko,2,"whilst the app is good, but the one thing that is annoying is I tried to find a real language called Albainian, and it wasn't there,yet kilingon and Valerian was.😟😩😡",2026-02-06 00:04:41
Astr0,5,i love it and think its a new way for me to learn differrent languages and spend time teaching friends,2026-02-06 00:01:55
Eli,5,I love it,2026-02-06 00:00:19
Aloysius,5,I love being able to learn while I'm on break at work!,2026-02-05 23:55:03
maria austine bien canete,5,i like learning chess,2026-02-05 23:54:26
hana syahirah,5,best,2026-02-05 23:52:55
Ethan Rogers,5,easy and helpful!,2026-02-05 23:52:30
Nina Futrell,4,this app is great for learning a new language for me! but I have heard that the translation isn't exactly right,2026-02-05 23:47:22
tsehay siraw,5,it is the best way to learn languages will having fun doing it,2026-02-05 23:45:16
Michael Koduah,5,very great language learning app,2026-02-05 23:39:39
Lester Padul,5,learning made fun,2026-02-05 23:39:29
Ekeh Divine,1,i am unable to get the new courses which are chess and maths which is the main and only reason I downloaded the app And yet because of the courses I want are not seen they are making do what I don't want can you please fix this thing,2026-02-05 23:38:58
Logan Chandler-Destin,5,The Best App ever,2026-02-05 23:36:06
zahra talita riky hermuko,5,"i really love this app, very helpful for building daily habits, and i enjoy all the features on duo. but, i have an issue. when i complete lessons on other devices like my pc or laptop, my streak doesn't always update automatically. i've made sure that i'm using the same account, but if i don't open duo on my main device (ma phone) the streak doesn't activate. this has happened to me multiple times. i'd like to know am i the only one experiencing this or does this happen to others too?",2026-02-05 23:35:23
Jonathan Ortiz,5,"I enjoy Duolingo,it shows to write, pronounce, match the difference languages with English and more!",2026-02-05 23:32:46
Beverly Paz,1,"the addition of the energy metric is limiting and annoying. i know it's just an annoying gimmick to pressure me into paying over $100 for the app, but i hate it! the app used to be so good back in the day... noy you're all just greedy.",2026-02-05 23:32:37
Lucas de Souza,1,"As many people say: I feel like in a abusive relationship with that app. The more time you spend not practicing, the creepier and annoying the app icon gets. Also the game is useless when not paid. I basically can have a short lesson per day and that is it. If I want to learn a tiny bit more, I need to watch some annoying adds.",2026-02-05 23:30:11
